image_path,dataset,foreground_fraction,n_components,largest_component_fraction
data\raw\brri_rice_disease_pest\Healthy\HL_30.jpg,brri_rice_disease_pest,0.08721104641717864,1,0.08721104641717864
data\raw\brri_rice_disease_pest\Healthy\HL_300.jpg,brri_rice_disease_pest,0.142388,1,0.142388
data\raw\brri_rice_disease_pest\Healthy\HL_301.jpg,brri_rice_disease_pest,0.2546597985719502,1,0.2546597985719502
data\raw\brri_rice_disease_pest\Healthy\HL_302.jpg,brri_rice_disease_pest,0.12538654037151245,1,0.12538654037151245
data\raw\brri_rice_disease_pest\Healthy\HL_303.jpg,brri_rice_disease_pest,0.179084,1,0.179084
data\raw\brri_rice_disease_pest\Healthy\HL_304.jpg,brri_rice_disease_pest,0.10139832586158588,1,0.10139832586158588
data\raw\brri_rice_disease_pest\Healthy\HL_305.jpg,brri_rice_disease_pest,0.1898223971752116,1,0.1898223971752116
data\raw\brri_rice_disease_pest\Healthy\HL_306.jpg,brri_rice_disease_pest,0.18142398716405936,1,0.18142398716405936
data\raw\brri_rice_disease_pest\Healthy\HL_307.jpg,brri_rice_disease_pest,0.07369386350234193,1,0.07369386350234193
data\raw\brri_rice_disease_pest\Healthy\HL_308.jpg,brri_rice_disease_pest,0.05733461553872661,1,0.05733461553872661
data\raw\brri_rice_disease_pest\Healthy\HL_309.jpg,brri_rice_disease_pest,0.08088392796434923,1,0.08088392796434923
data\raw\brri_rice_disease_pest\Healthy\HL_31.jpg,brri_rice_disease_pest,0.25407923927585563,1,0.25407923927585563
data\raw\brri_rice_disease_pest\Healthy\HL_310.jpg,brri_rice_disease_pest,0.148496,1,0.148496
data\raw\brri_rice_disease_pest\Healthy\HL_311.jpg,brri_rice_disease_pest,0.21481235714812358,1,0.21481235714812358
data\raw\brri_rice_disease_pest\Healthy\HL_312.jpg,brri_rice_disease_pest,0.3059113676691898,1,0.3059113676691898
data\raw\brri_rice_disease_pest\Healthy\HL_313.jpg,brri_rice_disease_pest,0.09916612398318253,1,0.09916612398318253
data\raw\brri_rice_disease_pest\Healthy\HL_314.jpg,brri_rice_disease_pest,0.1223774961181526,1,0.1223774961181526
data\raw\brri_rice_disease_pest\Healthy\HL_315.jpg,brri_rice_disease_pest,0.12382079912630865,1,0.12382079912630865
data\raw\brri_rice_disease_pest\Healthy\HL_316.jpg,brri_rice_disease_pest,0.232536,1,0.232536
data\raw\brri_rice_disease_pest\Healthy\HL_317.jpg,brri_rice_disease_pest,0.0601736910388931,1,0.0601736910388931
data\raw\brri_rice_disease_pest\Healthy\HL_318.jpg,brri_rice_disease_pest,0.18069394697624008,1,0.18069394697624008
data\raw\brri_rice_disease_pest\Healthy\HL_319.jpg,brri_rice_disease_pest,0.20521754178732918,1,0.20521754178732918
data\raw\brri_rice_disease_pest\Healthy\HL_32.jpg,brri_rice_disease_pest,0.1033538255949186,1,0.1033538255949186
data\raw\brri_rice_disease_pest\Healthy\HL_320.jpg,brri_rice_disease_pest,0.11962976319269143,1,0.11962976319269143
data\raw\brri_rice_disease_pest\Healthy\HL_321.jpg,brri_rice_disease_pest,0.16416991586291813,1,0.16416991586291813
data\raw\brri_rice_disease_pest\Healthy\HL_322.jpg,brri_rice_disease_pest,0.120956,1,0.120956
data\raw\brri_rice_disease_pest\Healthy\HL_323.jpg,brri_rice_disease_pest,0.1741192549586189,1,0.1741192549586189
data\raw\brri_rice_disease_pest\Healthy\HL_324.jpg,brri_rice_disease_pest,0.1919479209470016,1,0.1919479209470016
data\raw\brri_rice_disease_pest\Healthy\HL_325.jpg,brri_rice_disease_pest,0.2039836728807384,1,0.2039836728807384
data\raw\brri_rice_disease_pest\Healthy\HL_326.jpg,brri_rice_disease_pest,0.111476,1,0.111476
data\raw\brri_rice_disease_pest\Healthy\HL_327.jpg,brri_rice_disease_pest,0.18571520051143967,1,0.18571520051143967
data\raw\brri_rice_disease_pest\Healthy\HL_328.jpg,brri_rice_disease_pest,0.160152,1,0.160152
data\raw\brri_rice_disease_pest\Healthy\HL_329.jpg,brri_rice_disease_pest,0.19407499222863264,1,0.19407499222863264
data\raw\brri_rice_disease_pest\Healthy\HL_33.jpg,brri_rice_disease_pest,0.09837978774072542,1,0.09837978774072542
data\raw\brri_rice_disease_pest\Healthy\HL_330.jpg,brri_rice_disease_pest,0.091244,1,0.091244
data\raw\brri_rice_disease_pest\Healthy\HL_331.jpg,brri_rice_disease_pest,0.20650302079628782,1,0.20650302079628782
data\raw\brri_rice_disease_pest\Healthy\HL_332.jpg,brri_rice_disease_pest,0.24080608603834042,1,0.24080608603834042
data\raw\brri_rice_disease_pest\Healthy\HL_333.jpg,brri_rice_disease_pest,0.11052530213298667,1,0.11052530213298667
data\raw\brri_rice_disease_pest\Healthy\HL_334.jpg,brri_rice_disease_pest,0.24636340614118393,1,0.24636340614118393
data\raw\brri_rice_disease_pest\Healthy\HL_335.jpg,brri_rice_disease_pest,0.07454396646602773,1,0.07454396646602773
data\raw\brri_rice_disease_pest\Healthy\HL_336.jpg,brri_rice_disease_pest,0.08861288536670277,1,0.08861288536670277
data\raw\brri_rice_disease_pest\Healthy\HL_337.jpg,brri_rice_disease_pest,0.1448818162150396,1,0.1448818162150396
data\raw\brri_rice_disease_pest\Healthy\HL_338.jpg,brri_rice_disease_pest,0.127332,1,0.127332
data\raw\brri_rice_disease_pest\Healthy\HL_339.jpg,brri_rice_disease_pest,0.13720809273097825,1,0.13720809273097825
data\raw\brri_rice_disease_pest\Healthy\HL_34.jpg,brri_rice_disease_pest,0.11119745193867618,1,0.11119745193867618
data\raw\brri_rice_disease_pest\Healthy\HL_340.jpg,brri_rice_disease_pest,0.077068,1,0.077068
data\raw\brri_rice_disease_pest\Healthy\HL_341.jpg,brri_rice_disease_pest,0.14980088178893414,1,0.14980088178893414
data\raw\brri_rice_disease_pest\Healthy\HL_342.jpg,brri_rice_disease_pest,0.09400282552115233,1,0.09400282552115233
data\raw\brri_rice_disease_pest\Healthy\HL_343.jpg,brri_rice_disease_pest,0.16247823963994565,1,0.16247823963994565
data\raw\brri_rice_disease_pest\Healthy\HL_344.jpg,brri_rice_disease_pest,0.17678583042217927,1,0.17678583042217927
data\raw\brri_rice_disease_pest\Healthy\HL_345.jpg,brri_rice_disease_pest,0.0968328784560926,1,0.0968328784560926
data\raw\brri_rice_disease_pest\Healthy\HL_346.jpg,brri_rice_disease_pest,0.14367470417105427,1,0.14367470417105427
data\raw\brri_rice_disease_pest\Healthy\HL_347.jpg,brri_rice_disease_pest,0.110316,1,0.110316
data\raw\brri_rice_disease_pest\Healthy\HL_348.jpg,brri_rice_disease_pest,0.13442499394012847,1,0.13442499394012847
data\raw\brri_rice_disease_pest\Healthy\HL_349.jpg,brri_rice_disease_pest,0.15135916474282982,1,0.15135916474282982
data\raw\brri_rice_disease_pest\Healthy\HL_35.jpg,brri_rice_disease_pest,0.15646893425458616,1,0.15646893425458616
data\raw\brri_rice_disease_pest\Healthy\HL_350.jpg,brri_rice_disease_pest,0.11296566607522339,1,0.11296566607522339
data\raw\brri_rice_disease_pest\Healthy\HL_351.jpg,brri_rice_disease_pest,0.16377925417382405,1,0.16377925417382405
data\raw\brri_rice_disease_pest\Healthy\HL_352.jpg,brri_rice_disease_pest,0.13228475934841682,1,0.13228475934841682
data\raw\brri_rice_disease_pest\Healthy\HL_353.jpg,brri_rice_disease_pest,0.29598299717184035,1,0.29598299717184035
data\raw\brri_rice_disease_pest\Healthy\HL_354.jpg,brri_rice_disease_pest,0.16294877818693065,1,0.16294877818693065
data\raw\brri_rice_disease_pest\Healthy\HL_355.jpg,brri_rice_disease_pest,0.14853003345049623,1,0.14853003345049623
data\raw\brri_rice_disease_pest\Healthy\HL_356.jpg,brri_rice_disease_pest,0.17358739364655393,1,0.17358739364655393
data\raw\brri_rice_disease_pest\Healthy\HL_357.jpg,brri_rice_disease_pest,0.1154282143615338,1,0.1154282143615338
data\raw\brri_rice_disease_pest\Healthy\HL_358.jpg,brri_rice_disease_pest,0.30321322122305205,1,0.30321322122305205
data\raw\brri_rice_disease_pest\Healthy\HL_359.jpg,brri_rice_disease_pest,0.15421336262994537,1,0.15421336262994537
data\raw\brri_rice_disease_pest\Healthy\HL_36.jpg,brri_rice_disease_pest,0.26175374477129165,1,0.26175374477129165
data\raw\brri_rice_disease_pest\Healthy\HL_360.jpg,brri_rice_disease_pest,0.2831789173252588,1,0.2831789173252588
data\raw\brri_rice_disease_pest\Healthy\HL_361.jpg,brri_rice_disease_pest,0.19052558782849238,1,0.19052558782849238
data\raw\brri_rice_disease_pest\Healthy\HL_362.jpg,brri_rice_disease_pest,0.18100674237687572,1,0.18100674237687572
data\raw\brri_rice_disease_pest\Healthy\HL_363.jpg,brri_rice_disease_pest,0.25293294551982254,1,0.25293294551982254
data\raw\brri_rice_disease_pest\Healthy\HL_364.jpg,brri_rice_disease_pest,0.3896647275991126,1,0.3896647275991126
data\raw\brri_rice_disease_pest\Healthy\HL_365.jpg,brri_rice_disease_pest,0.18495523844603634,1,0.18495523844603634
data\raw\brri_rice_disease_pest\Healthy\HL_366.jpg,brri_rice_disease_pest,0.1015969220217807,1,0.1015969220217807
data\raw\brri_rice_disease_pest\Healthy\HL_367.jpg,brri_rice_disease_pest,0.167881282634462,1,0.167881282634462
data\raw\brri_rice_disease_pest\Healthy\HL_368.jpg,brri_rice_disease_pest,0.10124615785195346,1,0.10124615785195346
data\raw\brri_rice_disease_pest\Healthy\HL_369.jpg,brri_rice_disease_pest,0.13094739114972312,1,0.13094739114972312
data\raw\brri_rice_disease_pest\Healthy\HL_37.jpg,brri_rice_disease_pest,0.1092274310683483,1,0.1092274310683483
data\raw\brri_rice_disease_pest\Healthy\HL_370.jpg,brri_rice_disease_pest,0.0596384993818693,1,0.0596384993818693
data\raw\brri_rice_disease_pest\Healthy\HL_371.jpg,brri_rice_disease_pest,0.16988115802130435,1,0.16988115802130435
data\raw\brri_rice_disease_pest\Healthy\HL_372.jpg,brri_rice_disease_pest,0.18518215477195804,1,0.18518215477195804
data\raw\brri_rice_disease_pest\Healthy\HL_373.jpg,brri_rice_disease_pest,0.2207535121328225,1,0.2207535121328225
data\raw\brri_rice_disease_pest\Healthy\HL_374.jpg,brri_rice_disease_pest,0.1801358829108029,1,0.1801358829108029
data\raw\brri_rice_disease_pest\Healthy\HL_375.jpg,brri_rice_disease_pest,0.12257532361324433,1,0.12257532361324433
data\raw\brri_rice_disease_pest\Healthy\HL_376.jpg,brri_rice_disease_pest,0.2303838761028976,1,0.2303838761028976
data\raw\brri_rice_disease_pest\Healthy\HL_377.jpg,brri_rice_disease_pest,0.23471132025944555,1,0.23471132025944555
data\raw\brri_rice_disease_pest\Healthy\HL_378.jpg,brri_rice_disease_pest,0.23471132025944555,1,0.23471132025944555
data\raw\brri_rice_disease_pest\Healthy\HL_379.jpg,brri_rice_disease_pest,0.14346003954343003,1,0.14346003954343003
data\raw\brri_rice_disease_pest\Healthy\HL_38.jpg,brri_rice_disease_pest,0.071252,1,0.071252
data\raw\brri_rice_disease_pest\Healthy\HL_380.jpg,brri_rice_disease_pest,0.27349505283747394,1,0.27349505283747394
data\raw\brri_rice_disease_pest\Healthy\HL_381.jpg,brri_rice_disease_pest,0.0895429537333401,1,0.0895429537333401
data\raw\brri_rice_disease_pest\Healthy\HL_382.jpg,brri_rice_disease_pest,0.09871169592457044,1,0.09871169592457044
data\raw\brri_rice_disease_pest\Healthy\HL_383.jpg,brri_rice_disease_pest,0.103948,1,0.103948
data\raw\brri_rice_disease_pest\Healthy\HL_384.jpg,brri_rice_disease_pest,0.14144053032227472,1,0.14144053032227472
data\raw\brri_rice_disease_pest\Healthy\HL_385.jpg,brri_rice_disease_pest,0.14064662892703525,1,0.14064662892703525
data\raw\brri_rice_disease_pest\Healthy\HL_386.jpg,brri_rice_disease_pest,0.19638387310988184,1,0.19638387310988184
data\raw\brri_rice_disease_pest\Healthy\HL_387.jpg,brri_rice_disease_pest,0.14144053032227472,1,0.14144053032227472
data\raw\brri_rice_disease_pest\Healthy\HL_388.jpg,brri_rice_disease_pest,0.16139507561968428,1,0.16139507561968428
data\raw\brri_rice_disease_pest\Healthy\HL_389.jpg,brri_rice_disease_pest,0.09833856502749042,1,0.09833856502749042
data\raw\brri_rice_disease_pest\Healthy\HL_39.jpg,brri_rice_disease_pest,0.28111795923724364,1,0.28111795923724364
data\raw\brri_rice_disease_pest\Healthy\HL_390.jpg,brri_rice_disease_pest,0.11383452502269222,1,0.11383452502269222
data\raw\brri_rice_disease_pest\Healthy\HL_391.jpg,brri_rice_disease_pest,0.1605946438551034,1,0.1605946438551034
data\raw\brri_rice_disease_pest\Healthy\HL_392.jpg,brri_rice_disease_pest,0.15828428550561507,1,0.15828428550561507
data\raw\brri_rice_disease_pest\Healthy\HL_393.jpg,brri_rice_disease_pest,0.24125143948246372,1,0.24125143948246372
data\raw\brri_rice_disease_pest\Healthy\HL_394.jpg,brri_rice_disease_pest,0.13639616430513812,1,0.13639616430513812
data\raw\brri_rice_disease_pest\Healthy\HL_395.jpg,brri_rice_disease_pest,0.0883381776863776,1,0.0883381776863776
data\raw\brri_rice_disease_pest\Healthy\HL_396.jpg,brri_rice_disease_pest,0.35486788514623446,1,0.35486788514623446
data\raw\brri_rice_disease_pest\Healthy\HL_397.jpg,brri_rice_disease_pest,0.2839498234517096,1,0.2839498234517096
data\raw\brri_rice_disease_pest\Healthy\HL_398.jpg,brri_rice_disease_pest,0.1292983056917533,1,0.1292983056917533
data\raw\brri_rice_disease_pest\Healthy\HL_399.jpg,brri_rice_disease_pest,0.09398781654983315,1,0.09398781654983315
data\raw\brri_rice_disease_pest\Healthy\HL_4.jpg,brri_rice_disease_pest,0.23712610037876927,1,0.23712610037876927
data\raw\brri_rice_disease_pest\Healthy\HL_40.jpg,brri_rice_disease_pest,0.06449673802280245,1,0.06449673802280245
data\raw\brri_rice_disease_pest\Healthy\HL_400.jpg,brri_rice_disease_pest,0.15351833696804787,1,0.15351833696804787
data\raw\brri_rice_disease_pest\Healthy\HL_401.jpg,brri_rice_disease_pest,0.13703349779953325,1,0.13703349779953325
data\raw\brri_rice_disease_pest\Healthy\HL_402.jpg,brri_rice_disease_pest,0.2842586241934664,1,0.2842586241934664
data\raw\brri_rice_disease_pest\Healthy\HL_403.jpg,brri_rice_disease_pest,0.15189951394900664,1,0.15189951394900664
data\raw\brri_rice_disease_pest\Healthy\HL_404.jpg,brri_rice_disease_pest,0.23168651055167463,1,0.23168651055167463
data\raw\brri_rice_disease_pest\Healthy\HL_405.jpg,brri_rice_disease_pest,0.3316747531710952,1,0.3316747531710952
data\raw\brri_rice_disease_pest\Healthy\HL_406.jpg,brri_rice_disease_pest,0.2661087084455283,1,0.2661087084455283
data\raw\brri_rice_disease_pest\Healthy\HL_407.jpg,brri_rice_disease_pest,0.166955356991651,1,0.166955356991651
data\raw\brri_rice_disease_pest\Healthy\HL_408.jpg,brri_rice_disease_pest,0.19753880251994108,1,0.19753880251994108
data\raw\brri_rice_disease_pest\Healthy\HL_409.jpg,brri_rice_disease_pest,0.16037977992853392,1,0.16037977992853392
data\raw\brri_rice_disease_pest\Healthy\HL_41.jpg,brri_rice_disease_pest,0.25368629231655065,1,0.25368629231655065
data\raw\brri_rice_disease_pest\Healthy\HL_410.jpg,brri_rice_disease_pest,0.11197332082939508,1,0.11197332082939508
data\raw\brri_rice_disease_pest\Healthy\HL_411.jpg,brri_rice_disease_pest,0.06298159155955224,1,0.06298159155955224
data\raw\brri_rice_disease_pest\Healthy\HL_412.jpg,brri_rice_disease_pest,0.09789098166291149,1,0.09789098166291149
data\raw\brri_rice_disease_pest\Healthy\HL_413.jpg,brri_rice_disease_pest,0.10071971886139368,1,0.10071971886139368
data\raw\brri_rice_disease_pest\Healthy\HL_414.jpg,brri_rice_disease_pest,0.20860117830071423,1,0.20860117830071423
data\raw\brri_rice_disease_pest\Healthy\HL_415.jpg,brri_rice_disease_pest,0.18478,1,0.18478
data\raw\brri_rice_disease_pest\Healthy\HL_416.jpg,brri_rice_disease_pest,0.1758278628603497,1,0.1758278628603497
data\raw\brri_rice_disease_pest\Healthy\HL_417.jpg,brri_rice_disease_pest,0.16329938220070128,1,0.16329938220070128
data\raw\brri_rice_disease_pest\Healthy\HL_418.jpg,brri_rice_disease_pest,0.214652954378942,1,0.214652954378942
data\raw\brri_rice_disease_pest\Healthy\HL_419.jpg,brri_rice_disease_pest,0.1737609096004484,1,0.1737609096004484
data\raw\brri_rice_disease_pest\Healthy\HL_42.jpg,brri_rice_disease_pest,0.12001796210420605,1,0.12001796210420605
data\raw\brri_rice_disease_pest\Healthy\HL_420.jpg,brri_rice_disease_pest,0.16777254249990964,1,0.16777254249990964
data\raw\brri_rice_disease_pest\Healthy\HL_421.jpg,brri_rice_disease_pest,0.2392710926518654,1,0.2392710926518654
data\raw\brri_rice_disease_pest\Healthy\HL_422.jpg,brri_rice_disease_pest,0.10388762558706378,1,0.10388762558706378
data\raw\brri_rice_disease_pest\Healthy\HL_423.jpg,brri_rice_disease_pest,0.17771028742384262,1,0.17771028742384262
data\raw\brri_rice_disease_pest\Healthy\HL_424.jpg,brri_rice_disease_pest,0.24614700291283512,1,0.24614700291283512
data\raw\brri_rice_disease_pest\Healthy\HL_425.jpg,brri_rice_disease_pest,0.10408119739538349,1,0.10408119739538349
data\raw\brri_rice_disease_pest\Healthy\HL_426.jpg,brri_rice_disease_pest,0.14623423469990549,1,0.14623423469990549
data\raw\brri_rice_disease_pest\Healthy\HL_427.jpg,brri_rice_disease_pest,0.11230392623411468,1,0.11230392623411468
data\raw\brri_rice_disease_pest\Healthy\HL_428.jpg,brri_rice_disease_pest,0.14681662686921032,1,0.14681662686921032
data\raw\brri_rice_disease_pest\Healthy\HL_429.jpg,brri_rice_disease_pest,0.20959393893207337,1,0.20959393893207337
data\raw\brri_rice_disease_pest\Healthy\HL_43.jpg,brri_rice_disease_pest,0.13191639570526173,1,0.13191639570526173
data\raw\brri_rice_disease_pest\Healthy\HL_430.jpg,brri_rice_disease_pest,0.17060354536063269,1,0.17060354536063269
data\raw\brri_rice_disease_pest\Healthy\HL_431.jpg,brri_rice_disease_pest,0.14561450024555878,1,0.14561450024555878
data\raw\brri_rice_disease_pest\Healthy\HL_432.jpg,brri_rice_disease_pest,0.21214452192247116,1,0.21214452192247116
data\raw\brri_rice_disease_pest\Healthy\HL_433.jpg,brri_rice_disease_pest,0.10964,1,0.10964
data\raw\brri_rice_disease_pest\Healthy\HL_434.jpg,brri_rice_disease_pest,0.07763753093431783,1,0.07763753093431783
data\raw\brri_rice_disease_pest\Healthy\HL_435.jpg,brri_rice_disease_pest,0.06647405312605326,1,0.06647405312605326
data\raw\brri_rice_disease_pest\Healthy\HL_436.jpg,brri_rice_disease_pest,0.1548572600868519,1,0.1548572600868519
data\raw\brri_rice_disease_pest\Healthy\HL_437.jpg,brri_rice_disease_pest,0.068472,1,0.068472
data\raw\brri_rice_disease_pest\Healthy\HL_438.jpg,brri_rice_disease_pest,0.21950660775774156,1,0.21950660775774156
data\raw\brri_rice_disease_pest\Healthy\HL_439.jpg,brri_rice_disease_pest,0.2123464199224373,1,0.2123464199224373
data\raw\brri_rice_disease_pest\Healthy\HL_44.jpg,brri_rice_disease_pest,0.38409334832088604,1,0.38409334832088604
data\raw\brri_rice_disease_pest\Healthy\HL_440.jpg,brri_rice_disease_pest,0.21059181124803725,1,0.21059181124803725
data\raw\brri_rice_disease_pest\Healthy\HL_441.jpg,brri_rice_disease_pest,0.23784457611475215,1,0.23784457611475215
data\raw\brri_rice_disease_pest\Healthy\HL_442.jpg,brri_rice_disease_pest,0.36491186584296453,1,0.36491186584296453
data\raw\brri_rice_disease_pest\Healthy\HL_443.jpg,brri_rice_disease_pest,0.20071810064522685,1,0.20071810064522685
data\raw\brri_rice_disease_pest\Healthy\HL_444.jpg,brri_rice_disease_pest,0.3893580437433318,1,0.3893580437433318
data\raw\brri_rice_disease_pest\Healthy\HL_445.jpg,brri_rice_disease_pest,0.16014321792070993,1,0.16014321792070993
data\raw\brri_rice_disease_pest\Healthy\HL_446.jpg,brri_rice_disease_pest,0.12950155802807836,1,0.12950155802807836
data\raw\brri_rice_disease_pest\Healthy\HL_447.jpg,brri_rice_disease_pest,0.34715422358012626,1,0.34715422358012626
data\raw\brri_rice_disease_pest\Healthy\HL_448.jpg,brri_rice_disease_pest,0.19472625971564483,1,0.19472625971564483
data\raw\brri_rice_disease_pest\Healthy\HL_449.jpg,brri_rice_disease_pest,0.15584170561736863,1,0.15584170561736863
data\raw\brri_rice_disease_pest\Healthy\HL_45.jpg,brri_rice_disease_pest,0.19526666679590796,1,0.19526666679590796
data\raw\brri_rice_disease_pest\Healthy\HL_450.jpg,brri_rice_disease_pest,0.22212167013835968,1,0.22212167013835968
data\raw\brri_rice_disease_pest\Healthy\HL_451.jpg,brri_rice_disease_pest,0.12458165040898236,1,0.12458165040898236
data\raw\brri_rice_disease_pest\Healthy\HL_452.jpg,brri_rice_disease_pest,0.1682746866306356,1,0.1682746866306356
data\raw\brri_rice_disease_pest\Healthy\HL_453.jpg,brri_rice_disease_pest,0.09860255603602015,1,0.09860255603602015
data\raw\brri_rice_disease_pest\Healthy\HL_454.jpg,brri_rice_disease_pest,0.11605291319322668,1,0.11605291319322668
data\raw\brri_rice_disease_pest\Healthy\HL_455.jpg,brri_rice_disease_pest,0.12964544475086243,1,0.12964544475086243
data\raw\brri_rice_disease_pest\Healthy\HL_456.jpg,brri_rice_disease_pest,0.14016298963572627,1,0.14016298963572627
data\raw\brri_rice_disease_pest\Healthy\HL_457.jpg,brri_rice_disease_pest,0.11982791833900659,1,0.11982791833900659
data\raw\brri_rice_disease_pest\Healthy\HL_458.jpg,brri_rice_disease_pest,0.1571746792574299,1,0.1571746792574299
data\raw\brri_rice_disease_pest\Healthy\HL_459.jpg,brri_rice_disease_pest,0.15240229512777523,1,0.15240229512777523
data\raw\brri_rice_disease_pest\Healthy\HL_46.jpg,brri_rice_disease_pest,0.157175796018431,1,0.157175796018431
data\raw\brri_rice_disease_pest\Healthy\HL_460.jpg,brri_rice_disease_pest,0.26977483798416924,1,0.26977483798416924
data\raw\brri_rice_disease_pest\Healthy\HL_461.jpg,brri_rice_disease_pest,0.32616688047215026,1,0.32616688047215026
data\raw\brri_rice_disease_pest\Healthy\HL_462.jpg,brri_rice_disease_pest,0.09036514484138705,1,0.09036514484138705
data\raw\brri_rice_disease_pest\Healthy\HL_463.jpg,brri_rice_disease_pest,0.17475396492743314,1,0.17475396492743314
data\raw\brri_rice_disease_pest\Healthy\HL_464.jpg,brri_rice_disease_pest,0.15414625688152933,1,0.15414625688152933
data\raw\brri_rice_disease_pest\Healthy\HL_465.jpg,brri_rice_disease_pest,0.212256187657708,1,0.212256187657708
data\raw\brri_rice_disease_pest\Healthy\HL_466.jpg,brri_rice_disease_pest,0.08426855191841919,1,0.08426855191841919
data\raw\brri_rice_disease_pest\Healthy\HL_467.jpg,brri_rice_disease_pest,0.038008,1,0.038008
data\raw\brri_rice_disease_pest\Healthy\HL_468.jpg,brri_rice_disease_pest,0.16455537088036148,1,0.16455537088036148
data\raw\brri_rice_disease_pest\Healthy\HL_469.jpg,brri_rice_disease_pest,0.1360272002491626,1,0.1360272002491626
data\raw\brri_rice_disease_pest\Healthy\HL_47.jpg,brri_rice_disease_pest,0.27286907730673315,1,0.27286907730673315
data\raw\brri_rice_disease_pest\Healthy\HL_470.jpg,brri_rice_disease_pest,0.18842118320053702,1,0.18842118320053702
data\raw\brri_rice_disease_pest\Healthy\HL_471.jpg,brri_rice_disease_pest,0.07898014203800599,1,0.07898014203800599
data\raw\brri_rice_disease_pest\Healthy\HL_472.jpg,brri_rice_disease_pest,0.1581078320547342,1,0.1581078320547342
data\raw\brri_rice_disease_pest\Healthy\HL_473.jpg,brri_rice_disease_pest,0.11437455545394502,1,0.11437455545394502
data\raw\brri_rice_disease_pest\Healthy\HL_474.jpg,brri_rice_disease_pest,0.1327377474639706,1,0.1327377474639706
data\raw\brri_rice_disease_pest\Healthy\HL_475.jpg,brri_rice_disease_pest,0.204542784382462,1,0.204542784382462
data\raw\brri_rice_disease_pest\Healthy\HL_476.jpg,brri_rice_disease_pest,0.11063904553845112,1,0.11063904553845112
data\raw\brri_rice_disease_pest\Healthy\HL_477.jpg,brri_rice_disease_pest,0.20849580433199547,1,0.20849580433199547
data\raw\brri_rice_disease_pest\Healthy\HL_478.jpg,brri_rice_disease_pest,0.16408803493708615,1,0.16408803493708615
data\raw\brri_rice_disease_pest\Healthy\HL_479.jpg,brri_rice_disease_pest,0.17025429187702681,1,0.17025429187702681
data\raw\brri_rice_disease_pest\Healthy\HL_48.jpg,brri_rice_disease_pest,0.22193855950143102,1,0.22193855950143102
data\raw\brri_rice_disease_pest\Healthy\HL_480.jpg,brri_rice_disease_pest,0.17729343426645666,1,0.17729343426645666
data\raw\brri_rice_disease_pest\Healthy\HL_481.jpg,brri_rice_disease_pest,0.16522506731697403,1,0.16522506731697403
data\raw\brri_rice_disease_pest\Healthy\HL_482.jpg,brri_rice_disease_pest,0.056324,1,0.056324
data\raw\brri_rice_disease_pest\Healthy\HL_483.jpg,brri_rice_disease_pest,0.22791876238378295,1,0.22791876238378295
data\raw\brri_rice_disease_pest\Healthy\HL_484.jpg,brri_rice_disease_pest,0.17770966697149826,1,0.17770966697149826
data\raw\brri_rice_disease_pest\Healthy\HL_485.jpg,brri_rice_disease_pest,0.12153518687869397,1,0.12153518687869397
data\raw\brri_rice_disease_pest\Healthy\HL_486.jpg,brri_rice_disease_pest,0.05939399905163508,1,0.05939399905163508
data\raw\brri_rice_disease_pest\Healthy\HL_487.jpg,brri_rice_disease_pest,0.15394656344730648,1,0.15394656344730648
data\raw\brri_rice_disease_pest\Healthy\HL_488.jpg,brri_rice_disease_pest,0.14817408000135482,1,0.14817408000135482
data\raw\brri_rice_disease_pest\Healthy\HL_489.jpg,brri_rice_disease_pest,0.22443516189943946,1,0.22443516189943946
data\raw\brri_rice_disease_pest\Healthy\HL_49.jpg,brri_rice_disease_pest,0.17357829937848226,1,0.17357829937848226
data\raw\brri_rice_disease_pest\Healthy\HL_490.jpg,brri_rice_disease_pest,0.1726701408153021,1,0.1726701408153021
data\raw\brri_rice_disease_pest\Healthy\HL_491.jpg,brri_rice_disease_pest,0.14533533590746667,1,0.14533533590746667
data\raw\brri_rice_disease_pest\Healthy\HL_492.jpg,brri_rice_disease_pest,0.14069432801571577,1,0.14069432801571577
data\raw\brri_rice_disease_pest\Healthy\HL_493.jpg,brri_rice_disease_pest,0.20838546165049365,1,0.20838546165049365
data\raw\brri_rice_disease_pest\Healthy\HL_494.jpg,brri_rice_disease_pest,0.22242068028247727,1,0.22242068028247727
data\raw\brri_rice_disease_pest\Healthy\HL_495.jpg,brri_rice_disease_pest,0.15957007104269336,1,0.15957007104269336
data\raw\brri_rice_disease_pest\Healthy\HL_496.jpg,brri_rice_disease_pest,0.0781482857457366,1,0.0781482857457366
data\raw\brri_rice_disease_pest\Healthy\HL_497.jpg,brri_rice_disease_pest,0.06478835374011414,1,0.06478835374011414
data\raw\brri_rice_disease_pest\Healthy\HL_498.jpg,brri_rice_disease_pest,0.21174548891598502,1,0.21174548891598502
data\raw\brri_rice_disease_pest\Healthy\HL_499.jpg,brri_rice_disease_pest,0.2445095916103575,1,0.2445095916103575
data\raw\brri_rice_disease_pest\Healthy\HL_5.jpg,brri_rice_disease_pest,0.15292947566171566,1,0.15292947566171566
data\raw\brri_rice_disease_pest\Healthy\HL_50.jpg,brri_rice_disease_pest,0.22195522997849243,1,0.22195522997849243
data\raw\brri_rice_disease_pest\Healthy\HL_500.jpg,brri_rice_disease_pest,0.09965346576572,1,0.09965346576572
